"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"3219 - 倚強科","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/08","108/06/27","        -85,164,493","        -25,919,694","        -29,112,460","        -29,112,460","0.0","0.0","                  0","0.0","0.0","                  0","第二十五條  本公司年度決算如有盈餘，應先完納稅捐及彌補以往虧損後，次提百分之十為法定盈餘公積，再就其餘額，連同上年度累積未分配盈餘，由董事會酌予保留部分盈餘或提列特別盈餘公積後，分派如下：員工紅利不低於百分之五。董事、監察人酬勞不高於百分之三。其餘由董事會擬具分派議案，提請股東會決議分配之。","",
"3221 - 台嘉碩","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/21","108/06/13","          9,173,849","         33,049,896","         26,360,845","          1,207,892","0.25000000","0.17000000","         42,256,961","0.0","0.0","                  0","第十九條：本公司年度如有獲利，應提撥員工酬勞及董監酬勞，其中員工酬勞由董事會決議以股票或現金分派發放，其發放對象得包含符合一定條件之從屬公司員工；另董監酬勞部分，得以本公司依據上開獲利數額，由董事會決議。員工酬勞及董監酬勞分派案應提股東會報告。
其中：
(一)董監事酬勞不高於百分之五。	
(二)員工酬勞不低於百分之八。
但公司若尚有累積虧損時，應預先保留彌補數額，再依前項決議之比例提撥員工酬勞及董監酬勞。
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
基於公司營運需要暨爭取股東權益最大化之考量，本公司屬資金暨技術密集之行業，且所處產業環境多變，為公司長期發展需要，股利政策採剩餘股利政策。依公司未來之資本支出預算及資金需求情形，適當分派股利，其中現金股利不低於股利總額之百分之十。惟此項盈餘分派得以現金或股票方式為之，由公司視當年度實際獲利及資金狀況，經股東會決議調整之。","",
"3224 - 三顧","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/26","108/06/17","        -55,630,214","        -57,743,839","       -114,567,429","       -114,567,429","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有盈餘，
應先提繳稅款，彌補以往虧損，
次提百分之十為法定盈餘公積，
就其餘數連同以往年度未分配盈餘
由董事會提請股東會決議保留
或分派之；另分派之股東紅利中，
現金股利發放之比例不低於百分之三十，
其餘以股票股利方式發放之。
公司分派盈餘時，除依法提列法定
盈餘公積外，應依證券交易法第四十一條
第一項規定，就當年度發生帳列股東
權益減項金額(如長期股權投資未實現跌
價損失、累積換算調整數等)自當年度稅
後盈餘與前期為分派盈餘提列相同數額
之特別盈餘公積不得分派。俟股東權益
減項數額有迴轉時，得就迴轉部分另分派
盈餘。
本公司於無累積虧損時，如依公司法第
二百四十條第五項規定，將年度盈餘應分
派股息及紅利之全部或一部，以發放現金
方式為之，就發放現金事宜，授權由董事
會以特別決議為之，並報告股東會。
本公司如依公司法第二百四十一條第一項
規定，將法定盈餘公積超過實收資本額百
分之二十五之部分及資本公積超過票面金
額發行股票所得之溢額及受贈與的所得部
分之全部或一部發給新股或現金，就發給
現金之事宜，準用公司法第二百四十條第
五項規定，授權由董事會以特別決議為之，
並報告股東會。","",
"3226 - 龍鋒","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/19","108/06/10","         93,791,965","        288,515,978","        351,020,548","        157,728,829","3.00000000","0.0","        193,291,719","0.0","0.0","                  0","第廿七條：本公司&#63886;&#64001;如有獲利，應提撥不低於百分之一為員工酬勞，不高於百分之五為董事、監察人酬勞。但尚有累積虧損時，應預先保留彌補數額。
          前項所稱獲利係指稅前利益扣除分派員工酬勞及董事、監察人酬勞前之利益。
          員工酬勞以股票或現金為之，應由董事會特別決議，並報告股東會。
          前項發給股東或現金之對象，包括符合一定條件之從屬公司員工。
第廿八條：本公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提10%為法定盈餘公積，其餘除派付股息外，如尚有盈餘，再由股東會決議分派股東紅利。","",
"3227 - 原相","股東會確認","107年 年度","107/01/01~107/12/31","1","108/04/30","108/06/13","      1,667,073,039","        858,357,761","      2,248,812,623","      1,526,500,840","5.27078758","0.0","        722,311,783","0.0","0.0","                  0","本公司年度決算如有盈餘，依下列順序分派之：
一、提繳稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積。
四、依法提列或迴轉特別盈餘公積。
五、股東紅利就一至四款提列款項後之餘額加計期初未分配盈餘，由董事會依本條第二項股利政策擬定盈餘分派案，並提請股東會決議。
本公司考量公司目前產業及因應未來資金需求及長期財務規劃，就前項可分配盈餘，每年依法由董事會擬具分派案，提請股東會決議。公司得依財務、業務及經營面之考量將當年度可分配盈餘全數分配。股東紅利之分配得以現金或股票方式發放，惟現金股利分派之比例以不低於股利總額之百分之十(10%)。","",
"3228 - 金麗科","股東會確認","107年 年度","107/01/01~107/12/31","1","108/02/20","108/06/21","       -272,036,918","         50,593,871","       -198,471,657","       -198,471,657","0.0","0.0","                  0","0.0","0.0","                  0","本公司分派每一會計年度盈餘，除依法繳納營利事業所得稅外，應先彌補歷年虧損，所餘盈餘應提出百分之十為法定盈餘公積；但法定盈餘公積已達本公司資本總額時，不在此限。另依相關法令規定提列或迴轉特別盈餘公積後，併同期初未分配盈餘為股東累積可分配盈餘，由董事會擬定盈餘分配案提請股東會決議分派之。
本公司係屬營運成長階段之高科技事業，將考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃，及滿足股東對現金流入之需求，公司於年度決算後如有盈餘，每年分派之現金股利不低於當年度分派現金及股票股利合計數的百分之十；惟實際分派比率，仍依股東會決議之。
公司應以當年度獲利狀況之百分之八至三十分派員工酬勞及應以不高於當年度獲利狀況之百分之三分派董事酬勞。但公司尚有累積虧損時，應予彌補。
員工酬勞得以股票或現金為之，且發給股票或現金之對象，得包括符合一定條件之從屬公司員工。
第一項所稱之當年度獲利狀況係指當年度稅前利益扣除分派員工酬勞及董事酬勞前之利益。
員工酬勞及董事酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。","",
"3230 - 錦明","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/26","108/06/24","       -248,729,714","       -171,225,166","       -419,954,880","       -419,954,880","0.0","0.0","                  0","0.0","0.0","                  0","第十九條：本公司為因應整體環境發展及產業成長特性，股利發放採取以優先滿足未來營運發展需求及健全財務結構為原則，並以盈餘轉增資、資本公積轉增資及現金股利三方式配合處理，發放股利時以分派數百分之四十以內為現金股利；惟公司自外界取得足夠資金支應該年度重大資本支出時，將就當年度所分配之股利中至少提撥百分之五十到八十發放現金股利。
第二十條之一：本公司年度總決算如有盈餘，除依法完納一切稅捐及依財務會計準則調整後，應先彌補累積虧損。如尚有餘額，應先提存百分之十為法定盈餘公積並依證交法第41條規定提列特別盈餘公積，但法定盈餘公積累積已達資本總額時，不在此限。
其餘盈餘之分派，由董事會擬具分派案，提請股東會議決分派。","",
"3232 - 昱捷","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/20","108/06/18","          1,432,316","         18,790,302","         13,950,615","          6,637,042","0.20000000","0.0","          7,313,573","0.0","0.0","                  0","本公司年度如有獲利，應提撥不低於3%為員工酬勞及不高於3%為董監事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。前項員工酬勞發給股票或現金之對象，得包括符合一定條件之從屬公司員工。
本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需要及法令規定提列特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。
本公司所屬產業環境多變，企業生命週期正處於穩定成長階段，考量本公司長期財務規劃並滿足股東對現金流入之需求，本公司盈餘分配之股利政策，發放之現金股利比率不低於當年度所分配股利總額之百分之十。","",
"3234 - 光環","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/28","108/06/24","        -20,072,191","       -180,233,731","       -200,305,922","       -200,305,922","0.0","0.0","                  0","0.0","0.0","                  0","第廿四條  本公司年度如有獲利，應提撥4%
~10%為員工酬勞，由董事會決議以股票或現金
分派發放，其發放對象包含符合一定條件之從
屬公司員工；本公司得以上開獲利數額，由董
事會決議提撥不得高於4%為董監酬勞。員工酬
勞及董監酬勞分派案應提股東會報告。但公司
尚有累積虧損時，應預先保留彌補數額，再依
前項比例提撥員工酬勞及董監酬勞。
本公司年度決算如有盈餘，依法繳納稅捐，彌
補累積虧損後，再提百分之十為法定盈餘公
積，但法定盈餘公積已達本公司實收資本額
時，得不再提列，其餘再依法令規定提列或迴
轉特別盈餘公積；如尚有餘額，併同累積未分
配盈餘，由董事會擬具盈餘分派議案，提請股
東會另決議之。

第廿五條  本公司股利政策採穩健平衡原則，
將考量公司所處環境及成長階段，因應未來資
金需求及長期財務規劃，並滿足股東對現金流
入之需求。本公司每年就可供分配盈餘提撥不
低於百分之五，分配股東股息紅利，惟累積可
供分配盈餘低於實收股本百分之十時，得不予
分配；分配股東股息紅利時，得以現金或股票
方式為之，其中現金股利不低於股東股息及紅
利合計數之百分之十。","",
"3236 - 千如","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/13","108/05/31","         31,836,753","        153,244,637","        169,354,831","         66,585,169","0.35000000","0.0","         29,974,482","0.85000000","0.0","          7,279,518","本公司股利政策，係配合目前及未來之發展
計畫、考量投資環境、資金需求及國內外競爭
狀況，並兼顧股東利益等因素，每年就可供分
配盈餘提撥不低於60%分配股東股息紅利，惟
累積可供分配盈餘低於實收股本2%時，得不予
分配；分配股東股息紅利時，得以現金或股票
方式為之，其中現金股利不低於股利總額之10%。","",
"3252 - 海灣","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/27","108/06/24","        -77,478,970","        115,830,349","         34,516,241","          9,418,364","0.50000000","0.0","         25,097,877","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需要及法令規定提列或迴轉特別盈餘公積後，如尚有盈餘併同期初未分配盈餘為可供分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。","",
"3259 - 鑫創","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/14","108/06/24","       -219,380,723","        -20,158,557","       -239,973,669","       -239,973,669","0.0","0.0","                  0","0.0","0.0","                  0","第二十二條：本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視本公司營運需要及法令規定提列或迴轉特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派股東紅利。
第二十三條：本公司股利之分派，係配合當年度之盈餘狀況，與公司未來之資本預算規劃等因素，就股息及紅利之發放得以現金或股票方式發放，其中現金股利不得低於百分之十。","",
"3260 - 威剛","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/18","108/06/14","      1,553,582,883","       -178,971,256","        936,022,420","        892,384,945","0.20000000","0.0","         43,637,475","0.0","0.0","                  0","第 卅二 條：本公司年度如有獲利，應提撥不低於百分之一為員工酬勞，由董事會決議以股票或現金分派發放，本公司之從屬公司之員工符合一定條件時，亦得分配之，其一定條件授權董事長訂定之；本公司得以上開獲利數額，由董事會決議提撥不高於百分之ㄧ為董事酬勞。
員工酬勞及董事酬勞分派案應由董事會以董事三分之二以上出席及出席董事過半數同意之決議行之，並應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額後如尚有餘額，再依前項比例提撥員工酬勞及董事酬勞。
第卅二條之一：本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。次依相關法令之規定提列或迴轉特別盈餘公積。
就前項分配後之餘額加計以前年度未分配盈餘後，由董事會擬定盈餘分配案提請股東會決議分配之。
本公司股利政策採穩健平衡原則，並參酌獲利狀況、財務結構及公司未來發展等因素，就當年度所分配之股利中提撥至少百分之十發放現金股利。","",
"3264 - 欣銓","股東會確認","107年 年度","107/01/01~107/12/31","1","108/02/27","108/05/30","      2,110,615,545","      1,548,542,155","      3,498,112,459","      2,713,592,177","1.60000000","0.0","        784,520,282","0.0","0.0","                  0","本公司年度決算有盈餘時，除依法完納稅捐及
彌補以往年度虧損外，並提撥法定盈餘公積百
分之十及依法令或實際需要提列特別盈餘公
積，再就其餘額(含依法可迴轉之特別盈餘公
積)，連同以前年度未分配盈餘，由董事會視
營運需要，擬具分派議案，提請股東會決議後
行之。
本公司產業發展階段屬於成長期，將視目前及
未來之投資環境、資金需求、國內外競爭狀況
及資本預算等因素，兼顧股東利益與資本適足
率，盈餘分配除依前項規定辦理外，當年度股
東股息及紅利之分派得以現金或股票方式為
之，當年度決算有盈餘時，股東分派之股息及
紅利為當年度可分配盈餘之百分之十至百分之
八十，其中現金發放比率不低於當年度股息及
紅利總額之百分之五。","",
"3265 - 台星科","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/06","108/06/10","      1,800,188,754","        329,819,309","      2,170,544,689","      2,007,030,698","1.20000000","0.0","        163,513,991","0.0","0.0","                  0","第卅一條：本公司年度決算如有稅後盈餘時，應先彌補以往年度虧損後提百分之十為法定盈餘公積，並視需要提列特別盈餘公積。如尚有盈餘，連同以前年度累積未分配盈餘，得視業務狀況酌予保留一部份後，由董事會擬具盈餘分配議案，送交股東會決議分配之。
第卅一條之一：本公司分配股利之政策，須視公司當年盈餘狀況及未來之投資環境，資金需求、資本預算規劃及營運計劃等因素，並考慮財務結構與盈餘稀釋之情形分派之，分派之數額不低於當年度稅後盈餘之百分之十，但每股盈餘若低於五角或因股利分派將導致違約時，得以保留不予分派。本公司盈餘分配得以股票股利或現金股利發放之，其中現金股利不得低於股利總額之百分之十。","",
"3268 - 海德威","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/26","108/06/21","         49,572,027","        -17,483,924","         31,760,739","         31,760,739","0.0","0.0","                  0","0.0","0.0","                  0","本公司股利政策以分派股票股利為優先，亦得以現金股利方式分派，惟現金股利以不低於股利總額百分之五。","",
"3272 - 東碩","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/21","108/06/14","        335,869,831","        126,545,659","        416,388,932","        365,849,966","1.00000000","0.0","         50,538,966","0.0","0.0","                  0","第廿六條：為激勵員工及經營團隊，本公司依
當年度稅前利益扣除分配員工酬勞及董事酬勞
前之利益於彌補虧損後，如尚有餘額應提撥員
工酬勞不低於百分之五及董事酬勞不高於百分
之五。員工酬勞以股票或現金為之、董事酬勞
以現金為之，並應由董事會以董事三分之二以
上之出席及出席董事過半數同意之決議行之，
另員工酬勞應報告於股東會。員工酬勞發放時
含本公司直接間接持股50%以上之從屬公司員工。

第廿六之一條：本公司年度決算如有盈餘，依
下列順序分派之：
一、	提繳稅捐。
二、	彌補虧損。
三、	提存百分之十為法定盈餘公積，但法
定盈餘公積累積已達本公司資本總額時，不在
此限。
四、	依相關法令規定提列或迴轉特別盈餘
公積後，併同期初未分配盈餘為股東累積可分
配盈餘，由董事會擬定盈餘分配案提請股東會
決議分配之。

第廿七條：本公司將考量公司所處環境及成長
階段，因應未來資金需求及長期財務規劃，並
滿足股東對現金流入之需求，公司得視未來營
運狀況就二十六條可分配盈餘提撥股利分派，
股東紅利應為累積可分配盈餘之10%~100%，其
中現金股利介於股東紅利總額之10%~100%，股
票股利介於股東紅利總額0%~90%。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"3276 - 宇環","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/21","108/06/21","          8,263,217","        -17,852,260","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","第卅二條之一：本公司每年總決算所得盈餘，除依法扣繳稅捐外，應先彌補以往年度虧損，
次就其餘額提百分之十法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限；並得依
業務需要或規定提列或迴轉特別盈餘公積。如尚有盈餘，由董事會得就該餘額併同以往年度
盈餘擬具分派案，提請股東會決議分派之。
本公司為考量穩定發展及財務結構健全，盈餘分配以不低於可分配盈餘減除以往年度盈餘後
之百分之十，惟可分配盈餘減除以往年度盈餘低於實收資本額百分之一時，可決議全數轉入
保留盈餘不予分配。
盈餘分配時，現金股利不低於股利總額百分之十。","",
"3284 - 太普高","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/20","108/06/12","        131,925,300","          3,440,817","        130,160,685","        113,972,148","0.30000000","0.0","         16,188,537","0.0","0.0","                  0","第廿七條之一：
本公司每年決算如有盈餘，除依法提繳稅款及彌補已往年度虧損外，應先提撥百分之十為法定盈餘公積金，但法定盈餘公積已達本公司實收資本額時，得不再提列；並依證券主管機關規定提列或迴轉特別盈餘公積；當年度如尚有盈餘，再併同以前年度累積之未分配盈餘，提請股東會決議分派之。本公司股利政策係配合整體環境及產業成長特性，並考量公司長期財務規劃，以求永續經營及穩定發展，而採用剩餘股利政策。目前公司正值成長期，未來仍需持續投入資金以從事擴建及業務拓展活動，以確保市場競爭力，因而股利政策之執行方式係依據公司未來之資本預算規劃來衡量未來年度之資金需求，先將部份保留盈餘以股票紅利發放以保留公司營運所需之資金，而為滿足股東對現金流入之需求，則視剩餘盈餘及公司資金充裕情形，酌予配發股東紅利總額百分之十以上之現金紅利。","",
"3285 - 微端","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/22","108/06/11","         14,928,152","         75,511,037","         76,484,927","         25,202,538","1.20000000","0.0","         51,282,389","0.0","0.0","                  0","本公司年度決算如有稅後淨利，於彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，包括調整未分配盈餘盈餘金額，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利","",
"3287 - 廣寰科","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/21","108/06/27","       -124,356,011","         -9,670,618","       -134,026,629","       -134,026,629","0.0","0.0","                  0","0.0","0.0","                  0","無","",
"3288 - 點晶","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/26","108/06/17","       -399,009,774","          2,977,956","       -112,115,390","       -112,115,390","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥百分之十至百分之十五為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象得包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於百分之五為董監酬勞。員工酬勞及董監酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。","",
"3289 - 宜特","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/22","108/06/13","        514,544,408","       -189,797,994","        335,942,578","        335,942,578","0.0","0.0","                  0","0.0","0.0","                  0","第十八條之一：本公司年度總決算如有本期稅
後淨利，應先彌補累積虧損(包含調整未分配
盈餘金額)，依法提撥百分之十為法定盈餘公
積；但法定盈餘公積累積已達本公司實收資本
總額時，不在此限。次依法令或主管機關規定
提撥或迴轉特別盈餘公積。嗣餘盈餘，連同
期初未分配盈餘(包含調整未分配盈餘金額)，
由董事會視營運需要的情形保留部分盈餘後，
擬具盈餘分配議案，提請股東會決議分派股東
股息紅利。
本公司將考量公司所處環境及成長階段，因應
未來資金需求及長期財務規劃，滿足股東對於
現金流入之需求。就可分配盈餘扣除前項之規
定後，提撥分派股東股利，當年度股東股利分
配，現金股利佔股利總額10%~100%，股票股利
佔股利總額之0%~90%。","",
"3290 - 東浦","股東會確認","107年 年度","107/01/01~107/12/31","1","0","108/05/03","         62,342,699","        166,102,919","        177,052,192","         77,503,266","1.00000000","0.0","         99,548,926","0.0","0.0","                  0","第廿八條之一：
本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。
股利發放金額係依據公司當年度盈餘及以前年度之累積盈餘，考量公司獲利情形、資本結構及未來營運需求後，決定公司擬分配之股利；股利發放政策，將視資金需求及每股盈餘稀釋程度等因素，採現金股利搭配股票股利方式，上述股東股利之發放，其中現金股利發放之比例以不低於當年度股利發放金額百分之二十。","",
"3293 - 鈊象","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/27","108/06/26","      1,079,769,870","        876,934,754","      1,984,760,413","      1,210,554,123","11.00000000","0.0","        774,206,290","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先彌補累積虧損（包括調整未分配盈餘
金額），依法提撥10%為法定盈餘公積；但法定盈餘公積累積已達本公司實收資
本總額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積。嗣餘
盈餘，連同期初未分配盈餘（包括調整未分配盈餘金額），由董事會擬具盈餘分
配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國
內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於10%分
配股東股息紅利，惟可供分配盈餘低於實收股本90%時，得不予分配；分配股東
股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之20%。
惟此項盈餘分派之種類及比率，得視當年度實際獲利及資金狀況經股東會決議
調整之。","",
"3294 - 英濟","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/21","108/06/27","        217,645,052","            792,715","        218,146,495","        187,782,834","0.23000000","0.0","         30,363,661","0.0","0.0","                  0","公司年度總決算如有盈餘，應先提繳稅款、彌
補歷年累積虧損，次提當年度稅後淨利10%為
法定盈餘公積，但法定盈餘公積已達實收資
本總額時，不在此限；並得依法令或主管機
關規定提列或迴轉特別盈餘公積。其餘額加
計上年度累積未分配盈餘，即為可分配盈餘
，並得視營運狀況酌予保留部分盈餘，由董
事會擬具分派案，提請股東會決議後分派之
。股利之配發得以現金或股票方式為之，惟
現金股利之配發不低於股利總額30%。","",
"3297 - 杭特","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/26","108/06/28","        110,626,917","        -22,008,534","         89,247,244","         89,247,244","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥1%~25%為員工酬勞及不高於5%為董監酬勞，但公司尚有累積虧
損時，應先預留彌補虧損數。本公司年度總決算如有盈餘，除依法完納稅捐外，應先彌補累
積虧損，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再
提列，並再按法令規定提列或迴轉特別盈餘公積，如尚有盈餘，連同累積未分配盈餘，作為
可供分配之盈餘，惟得視業務狀況酌予保留一部份後，由董事會依本公司股利政策擬具股東
紅利分配議案，提請股東會決議，按股份總數比例分配之。
員工酬勞分派案由董事會決議以股票或現金分派發放；員工酬勞之分配對象得包含從屬公司
之員工。
基於公司營運之需要暨股東權益最大化之考量，股利分派採取剩餘股利政策，依據本公司
未來之資本預算規劃，衡量未來年度之資金需求，並綜合考量獲利狀況、財務結構及對每股
盈餘稀釋程度等因素，以現金股利佔30%-100%，股票股利佔0%-70%之原則發放股利。","",
"3303 - 岱稜","股東會確認","107年 年度","107/01/01~107/12/31","1","108/02/26","108/05/24","         79,158,158","        209,316,596","        258,613,898","        108,068,927","1.60000000","0.0","        150,544,971","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就當年度可分派之獲利提撥不低於百分之五十分配股東股息紅利，惟累積可供分配盈餘低於實收股本百分之三十時，得不在此限；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之十。","",
"3306 - 鼎天","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/18","108/06/10","          5,462,549","          5,043,357","         10,654,069","         10,654,069","0.0","0.50000000","         25,303,851","0.0","0.0","                  0","依據本公司依法修訂後之「公司章程」第十八條之一說明如下：
公司年度如有獲利，應提撥5%以上為員工酬勞及不高於5%為董事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
前項員工酬勞得以股票或現金為之，其給付對象得包括符合董事會所訂條件之公司員工。前項董事酬勞僅得以現金為之。
前兩項應由董事會決議行之，並報告股東會。","",
"3310 - 佳穎","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/04","108/06/12","        237,887,857","        271,710,762","        473,669,442","        222,543,097","5.00000000","0.0","        251,126,345","0.0","0.0","                  0","本公司股利政策係依據營運規劃、投資計劃、資本預算及內外部環境變化由董事會予以訂定。因本公司目前處於營運成長階段，須以保留盈餘因應營運成長及投資需求之資金，現階段採取剩餘股利政策，並考量平衡股利，擬具適當之股利分派，其中現金股利不得低於股利總額百分之十。","",
"3313 - 斐成","股東會確認","107年 年度","107/01/01~107/12/31","1","108/03/18","108/06/21","       -654,827,245","        -27,687,860","       -682,515,105","       -682,515,105","0.0","0.0","                  0","0.0","0.0","                  0","第二十四條：本公司年度如有獲利，應預先保留彌補累積虧損數額，再提撥員工酬勞及董監事酬勞，其中，員工酬勞提撥比率應不低於百分之一且不高於百分之十五，董監事酬勞不高於百分之三。員工酬勞及董監事酬勞分派案，包含發放方式、發放數額及股數，授權董事會決議後報告股東會。另員工分配酬勞之對象，得包括符合一定條件之從屬公司員工，相關辦法授權董事會制定之。
公司年度總決算如有盈餘，應先提繳稅款，彌補累積虧損，次提百分之十為法定盈餘公積，另視法令或主管機關規定提撥特別盈餘公積。如尚有盈餘由董事會擬具分派議案，提請股東會決議分派之。
第二十四條之一：本公司正值企業成長階段，考量所處環境及產業成長特性，並因應公司未來資金需求及長期財務規劃，股利之分派係採用剩餘股利政策，主要係依據公司未來之資本預算規劃來衡量未來年度之資金需求，然後先以保留盈餘融通所需之資金後，剩餘之盈餘才以現金股利及股票股利之方式分派，惟現金股利以不低於股利總額之百分之二十。","",
