出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益
114/10/28,113,4,4930,燦星網,7943788.00,6684550.00,909368.00,349870.00,194545.00,,115419.00,,--,--,428996.00,,--,715858.00,213383.00,--,215613.00,315874.00,--,399984.00,2.67,,,,,,,,428996.00,,,,,,,544415.00,,,--,--,1259238.00,--,--,1259238.00,--,286862.00,,,,,,,,,
114/10/28,113,4,4934,太極,367746.00,506668.00,357095.00,-745357.00,115490.00,,111.00,,--,--,-629978.00,,--,-596323.00,-466522.00,--,-163456.00,-432867.00,--,-163456.00,-2.07,,,,,,,,-629978.00,,,,,,,-629867.00,,,--,--,-138922.00,--,--,-138922.00,-249340.00,33655.00,,,,,,,,,
114/10/28,113,4,4935,茂林-KY,6946030.00,5860685.00,782482.00,302863.00,216983.00,,-9089.00,,--,--,528935.00,,--,777184.00,528935.00,--,--,777184.00,--,--,4.10,,,,,,,,528935.00,,,,,,,519846.00,,,--,--,1085345.00,--,--,1085345.00,--,248249.00,,,,,,,,,
114/10/28,113,4,4938,和碩,1125348517.00,1079315725.00,33532206.00,12500586.00,14723762.00,,8070844.00,,--,--,19153504.00,,--,30784835.00,16876878.00,--,2276626.00,28158543.00,--,2626292.00,6.34,,,,,,,,19153504.00,,,,,,,27224348.00,,,--,--,46032792.00,--,--,46032792.00,--,11631331.00,,,,,,,,,
114/10/28,113,4,4942,嘉彰,5667339.00,4347739.00,815008.00,504592.00,245608.00,,157753.00,,--,--,592447.00,,--,930658.00,593933.00,--,-1486.00,932144.00,--,-1486.00,4.17,,,,,,,,592447.00,,,,,,,750200.00,,,--,--,1319600.00,--,--,1319600.00,--,338211.00,,,,,,,,,
114/10/28,113,4,4943,康控-KY,1516445.00,1572619.00,376778.00,-432952.00,200975.00,,-82673.00,,--,--,-149304.00,,--,-161531.00,-145221.00,--,-4083.00,-157124.00,--,-4407.00,-1.24,,,,,,,,-149304.00,,,,,,,-231977.00,,,--,--,-56174.00,--,--,-56174.00,--,-12227.00,,,,,,,,,
114/10/28,113,4,4949,有成精密,2408812.00,1796773.00,704156.00,-94491.00,-15992.00,,-20233.00,,--,--,-90250.00,,--,-87776.00,-90250.00,--,--,-87776.00,--,--,-1.40,,,,,,,,-90250.00,,,,,,,-110483.00,,,--,--,612039.00,2374.00,--,609665.00,--,2474.00,,,,,,,,,
114/10/28,113,4,4952,凌通,2461895.00,1560091.00,670713.00,231086.00,22992.00,,7191.00,,--,--,246887.00,,--,271115.00,246887.00,--,--,271115.00,--,--,2.27,,,,,,,,246887.00,,,,,,,254078.00,,,--,--,901804.00,--,--,901804.00,-5.00,24228.00,,,,,,,,,
114/10/28,113,4,4956,光鋐,1294749.00,1148773.00,197388.00,-51548.00,26719.00,,-3566.00,,--,--,-21263.00,,--,-22304.00,-21263.00,--,--,-22304.00,--,--,-0.21,,,,,,,,-21263.00,,,,,,,-24829.00,,,--,--,145976.00,--,--,145976.00,-136.00,-1041.00,,,,,,,,,
114/10/28,113,4,4958,臻鼎-KY,171663845.00,139203083.00,20875126.00,11585636.00,3459339.00,,1948497.00,,--,--,13096478.00,,--,20084005.00,9179689.00,--,3916789.00,14141861.00,--,5942144.00,9.67,,,,,,,,13096478.00,,,,,,,15044975.00,,,--,--,32460762.00,--,--,32460762.00,--,6987527.00,,,,,,,,,
114/10/28,113,4,4960,誠美材,8927193.00,8483378.00,1013266.00,-569451.00,331921.00,,29383.00,,--,--,-266913.00,,--,-271053.00,-266913.00,--,--,-271053.00,--,--,-0.47,,,,,,,,-266913.00,,,,,,,-237530.00,,,--,--,443815.00,--,--,443815.00,--,-4140.00,,,,,,,,,
114/10/28,113,4,4961,天鈺,19199740.00,13707114.00,3289130.00,2203496.00,612434.00,,324339.00,,--,--,2491591.00,,--,2645928.00,1946074.00,--,545517.00,1958725.00,--,687203.00,16.08,,,,,,,,2491591.00,,,,,,,2815930.00,,,--,--,5492626.00,--,--,5492626.00,--,154337.00,,,,,,,,,
114/10/28,113,4,4967,十銓,19938459.00,17712405.00,1688565.00,537489.00,131184.00,,141317.00,,--,--,527356.00,,--,529501.00,527356.00,--,--,529501.00,--,--,6.80,,,,,,,,527356.00,,,,,,,668673.00,,,--,--,2226054.00,--,--,2226054.00,--,2145.00,,,,,,,,,
114/10/28,113,4,4968,立積,3679348.00,2445614.00,1154984.00,78750.00,117917.00,,40097.00,,--,--,156570.00,,--,161038.00,156570.00,--,--,161038.00,--,--,1.73,,,,,,,,156570.00,,,,,,,196667.00,,,--,--,1233734.00,--,--,1233734.00,--,4468.00,,,,,,,,,
114/10/28,113,4,4976,佳凌,1128847.00,1111148.00,161153.00,-143454.00,93768.00,,28969.00,,--,--,-78655.00,,--,-78518.00,--,--,--,--,--,--,-0.57,,,,,,,,-78655.00,,,,,,,-49686.00,,,--,--,17699.00,--,--,17699.00,--,137.00,,,,,,,,,
114/10/28,113,4,4977,眾達-KY,1091806.00,848422.00,189153.00,49968.00,235948.00,,25293.00,,--,--,260623.00,,--,225542.00,263331.00,--,-2708.00,230407.00,--,-4865.00,3.28,,,,,,,,260623.00,,,,,,,285916.00,,,--,--,243384.00,--,--,243384.00,-4263.00,-35081.00,,,,,,,,,
114/10/28,113,4,4989,榮科,2993614.00,3246752.00,155008.00,-408146.00,99391.00,,-3527.00,,--,--,-305228.00,,--,-265555.00,-305228.00,--,--,-265555.00,--,--,-2.22,,,,,,,,-305228.00,,,,,,,-308755.00,,,--,--,-253138.00,--,--,-253138.00,--,39673.00,,,,,,,,,
114/10/28,113,4,4994,傳奇,1584132.00,540325.00,719964.00,323843.00,44064.00,,50316.00,,--,--,317591.00,,--,318630.00,317591.00,--,--,318630.00,--,--,4.78,,,,,,,,317591.00,,,,,,,367907.00,,,--,--,1043807.00,--,--,1043807.00,--,1039.00,,,,,,,,,
114/10/28,113,4,4999,鑫禾,1957025.00,1617959.00,351245.00,-12179.00,101126.00,,17580.00,,--,--,71367.00,,--,99406.00,71367.00,--,--,99406.00,--,--,0.97,,,,,,,,71367.00,,,,,,,88947.00,,,--,--,339066.00,--,--,339066.00,--,28039.00,,,,,,,,,
114/10/28,113,4,5007,三星,6819400.00,5058808.00,541505.00,1219087.00,120961.00,,276612.00,,--,--,1063436.00,,--,1107880.00,1056660.00,--,6776.00,1080994.00,--,26886.00,3.58,,,,,,,,1063436.00,,,,,,,1340048.00,,,--,--,1760592.00,--,--,1760592.00,--,44444.00,,,,,,,,,
114/10/28,113,4,5203,訊連,2068359.00,292589.00,1600202.00,175568.00,200856.00,,61829.00,,--,--,314595.00,,--,445663.00,314595.00,--,--,445663.00,--,--,3.98,,,,,,,,314595.00,,,,,,,376424.00,,,--,--,1775770.00,--,--,1775770.00,--,131068.00,,,,,,,,,
114/10/28,113,4,5215,科嘉-KY,2702413.00,1974754.00,479546.00,240043.00,113788.00,,102976.00,,--,--,250855.00,,--,402942.00,240813.00,--,10042.00,386093.00,--,16849.00,3.74,,,,,,,,250855.00,,,,,,,353831.00,,,--,--,727659.00,--,--,727659.00,-8070.00,152087.00,,,,,,,,,
114/10/28,113,4,5222,全訊,1301687.00,618057.00,239666.00,443964.00,45051.00,,92693.00,,--,--,396322.00,,--,520663.00,--,--,--,--,--,--,4.84,,,,,,,,396322.00,,,,,,,489015.00,,,--,--,683630.00,--,--,683630.00,--,124341.00,,,,,,,,,
114/10/28,113,4,5225,東科-KY,12405466.00,10269429.00,1249907.00,886130.00,184027.00,,117539.00,,--,--,952618.00,,--,1095896.00,952618.00,--,--,1095896.00,--,--,12.68,,,,,,,,952618.00,,,,,,,1070157.00,,,--,--,2136037.00,--,--,2136037.00,--,143278.00,,,,,,,,,
114/10/28,113,4,5234,達興材料,4117847.00,2600000.00,910682.00,607165.00,51422.00,,87975.00,,--,--,570612.00,,--,570612.00,570612.00,--,--,570612.00,--,--,5.56,,,,,,,,570612.00,,,,,,,658587.00,,,--,--,1517847.00,--,--,1517847.00,--,0.00,,,,,,,,,
114/10/28,113,4,5243,乙盛-KY,13094331.00,10570254.00,1757317.00,766760.00,12008.00,,212341.00,,--,--,566427.00,,--,539530.00,566427.00,--,--,539530.00,--,--,3.36,,,,,,,,566427.00,,,,,,,778768.00,,,--,--,2524077.00,--,--,2524077.00,--,-26897.00,,,,,,,,,
114/10/28,113,4,5244,弘凱,860016.00,460321.00,256678.00,143017.00,63061.00,,39199.00,,--,--,166879.00,,--,200958.00,166879.00,--,--,200958.00,--,--,2.46,,,,,,,,166879.00,,,,,,,206078.00,,,--,--,399695.00,--,--,399695.00,--,34079.00,,,,,,,,,
114/10/28,113,4,5258,虹堡,7825651.00,5230753.00,1828832.00,766066.00,232741.00,,281411.00,,--,--,717396.00,,--,767401.00,695182.00,--,22214.00,735565.00,--,31836.00,6.35,,,,,,,,717396.00,,,,,,,998807.00,,,--,--,2594898.00,--,--,2594898.00,--,50005.00,,,,,,,,,
114/10/28,113,4,5269,祥碩,8081071.00,3703945.00,2047438.00,2333288.00,1911345.00,,512008.00,,--,--,3732625.00,,--,4789540.00,--,--,--,--,--,--,51.57,,,,,,,,3732625.00,,,,,,,4244633.00,,,--,--,4377126.00,8065.00,11665.00,4380726.00,--,1056915.00,,,,,,,,,
114/10/28,113,4,5283,禾聯碩,6417178.00,4380103.00,1596005.00,441070.00,121293.00,,94866.00,,--,--,467497.00,,--,465890.00,467497.00,--,0.00,465890.00,--,0.00,6.40,,,,,,,,467497.00,,,,,,,562363.00,,,--,--,2037075.00,0.00,0.00,2037075.00,--,-1607.00,,,,,,,,,
114/10/28,113,4,5284,jpp-KY,2388013.00,1570817.00,637190.00,180006.00,-73277.00,,53099.00,,--,--,53630.00,,--,180104.00,49235.00,--,4395.00,174372.00,--,5732.00,1.02,,,,,,,,53630.00,,,,,,,106729.00,,,--,--,817196.00,--,--,817196.00,--,126474.00,,,,,,,,,
114/10/28,113,4,5285,界霖,5026851.00,4331861.00,478058.00,216932.00,106979.00,,66910.00,,--,--,257001.00,,--,331773.00,257001.00,--,--,331773.00,--,--,2.52,,,,,,,,257001.00,,,,,,,323911.00,,,--,--,694990.00,--,--,694990.00,--,74772.00,,,,,,,,,
114/10/28,113,4,5288,豐祥-KY,7283279.00,5665082.00,487003.00,1131202.00,257448.00,,249501.00,,--,--,1139149.00,,--,1394400.00,1141283.00,--,-2134.00,1395850.00,--,-1450.00,17.01,,,,,,,,1139149.00,,,,,,,1388650.00,,,--,--,1618197.00,0.00,8.00,1618205.00,--,255251.00,,,,,,,,,
114/10/28,113,4,5292,華懋,2247746.00,1676993.00,160945.00,409808.00,76038.00,,108533.00,,--,--,377313.00,,--,386228.00,377313.00,--,--,386228.00,--,--,9.86,,,,,,,,377313.00,,,,,,,485846.00,,,--,--,570753.00,--,--,570753.00,--,8915.00,,,,,,,,,
114/10/28,113,4,5306,桂盟,4959816.00,2886557.00,991242.00,1078643.00,117366.00,,279501.00,,--,--,916508.00,,--,1196104.00,916561.00,--,-53.00,1196156.00,--,-52.00,7.27,,,,,,,,916508.00,,,,,,,1196009.00,,,--,--,2073259.00,--,--,2073259.00,-3374.00,279596.00,,,,,,,,,
114/10/28,113,4,5388,中磊,56788762.00,46712533.00,7142391.00,2933838.00,-110657.00,,549542.00,,--,--,2273639.00,,--,2641832.00,2271006.00,--,2633.00,2639449.00,--,2383.00,7.74,,,,,,,,2273639.00,,,,,,,2823181.00,,,--,--,10076229.00,--,--,10076229.00,--,368193.00,,,,,,,,,
114/10/28,113,4,5434,崇越,56997113.00,49279143.00,3778832.00,3943393.00,786063.00,,1064365.00,,--,--,3665091.00,,--,4119199.00,3655935.00,--,9156.00,4109656.00,--,9543.00,19.29,,,,,,,,3665091.00,,,,,,,4729456.00,,,--,--,7717970.00,-4255.00,--,7722225.00,--,454108.00,,,,,,,,,
114/10/28,113,4,5469,瀚宇博,41632032.00,31453874.00,4052468.00,6125690.00,1283307.00,,2843147.00,,--,--,4565850.00,,--,5073710.00,3012223.00,--,1553627.00,2957908.00,--,2115802.00,5.91,,,,,,,,4565850.00,,,,,,,7408997.00,,,--,--,10178158.00,--,--,10178158.00,--,507860.00,,,,,,,,,
114/10/28,113,4,5471,松翰,2744466.00,1602620.00,1056376.00,85470.00,114769.00,,21149.00,,--,--,179090.00,,--,158883.00,179090.00,--,--,158883.00,--,--,1.07,,,,,,,,179090.00,,,,,,,200239.00,,,--,--,1141846.00,--,--,1141846.00,--,-20207.00,,,,,,,,,
114/10/28,113,4,5484,慧友,460280.00,328391.00,235055.00,-103166.00,52091.00,,8717.00,,--,--,-59792.00,,--,-62709.00,-59792.00,--,--,-62709.00,--,--,-0.90,,,,,,,,-59792.00,,,,,,,-51075.00,,,--,--,131889.00,--,--,131889.00,--,-2917.00,,,,,,,,,
114/10/28,113,4,5515,建國,6120883.00,5336501.00,401773.00,382609.00,428370.00,,129222.00,,--,--,681757.00,,--,841855.00,681757.00,--,--,841855.00,--,--,2.91,,,,,,,,681757.00,,,,,,,810979.00,,,--,--,784382.00,--,--,784382.00,--,160098.00,,,,,,,,,
114/10/28,113,4,5519,隆大,6251438.00,4698195.00,461486.00,1091757.00,9352.00,,245672.00,,--,--,855437.00,,--,857747.00,855437.00,--,--,857747.00,--,--,3.90,,,,,,,,855437.00,,,,,,,1101109.00,,,--,--,1553243.00,--,--,1553243.00,--,2310.00,,,,,,,,,
114/10/28,113,4,5521,工信,7099106.00,6791587.00,380689.00,-73170.00,93980.00,,11134.00,,--,--,9676.00,,--,-24516.00,9676.00,--,--,-24516.00,--,--,0.02,,,,,,,,9676.00,,,,,,,20810.00,,,--,--,307519.00,--,--,307519.00,--,-34192.00,,,,,,,,,
114/10/28,113,4,5522,遠雄,22399065.00,15312605.00,2257460.00,4835849.00,-412826.00,,1050213.00,,--,--,3372810.00,,--,3568744.00,3372810.00,--,--,3568744.00,--,--,4.32,,,,,,,,3372810.00,,,,,,,4423023.00,,,--,--,7086460.00,--,6849.00,7093309.00,0.00,195934.00,,,,,,,,,
114/10/28,113,4,5525,順天,4516267.00,3300662.00,490863.00,724742.00,-7615.00,,123902.00,,--,--,593225.00,,--,594658.00,592393.00,--,832.00,593826.00,--,832.00,2.06,,,,,,,,593225.00,,,,,,,717127.00,,,--,--,1215605.00,--,--,1215605.00,--,1433.00,,,,,,,,,
114/10/28,113,4,5531,鄉林,4108112.00,2886276.00,1154124.00,67712.00,-526890.00,,-77105.00,,--,--,-382073.00,,--,17322.00,-114817.00,--,-267256.00,258680.00,--,-241358.00,-0.12,,,,,,,,-382073.00,,,,,,,-459178.00,,,--,--,1221836.00,--,--,1221836.00,--,399395.00,,,,,,,,,
114/10/28,113,4,5533,皇鼎,2235793.00,1536030.00,221526.00,478237.00,30369.00,,85643.00,,--,--,422963.00,,--,428867.00,422963.00,--,--,428867.00,--,--,1.48,,,,,,,,422963.00,,,,,,,508606.00,,,--,--,699763.00,--,--,699763.00,--,5904.00,,,,,,,,,
114/10/28,113,4,5534,長虹,12070767.00,7737224.00,928490.00,3405053.00,-16681.00,,614810.00,,--,--,2773562.00,,--,2773562.00,2277806.00,--,495756.00,2277806.00,--,495756.00,7.85,,,,,,,,2773562.00,,,,,,,3388372.00,,,--,--,4333543.00,0.00,--,4333543.00,--,0.00,,,,,,,,,
114/10/28,113,4,5538,東明-KY,12543322.00,11056456.00,830775.00,656091.00,39979.00,,116458.00,,--,--,579612.00,,--,805214.00,575662.00,--,3950.00,800888.00,--,4326.00,2.86,,,,,,,,579612.00,,,,,,,696070.00,,,--,--,1486866.00,--,--,1486866.00,--,225602.00,,,,,,,,,
114/10/28,113,4,5546,永固-KY,2816636.00,2421545.00,300484.00,94607.00,-77674.00,,31605.00,,--,--,-14672.00,,--,81712.00,13701.00,--,-28373.00,107313.00,--,-25601.00,0.17,,,,,,,,-14672.00,,,,,,,16933.00,,,--,--,395091.00,--,--,395091.00,--,96384.00,,,,,,,,,
114/10/28,113,4,5607,遠雄港,3464767.00,1829548.00,493670.00,1141549.00,-313579.00,,110011.00,,--,--,717959.00,,--,738347.00,716913.00,--,1046.00,737301.00,--,1046.00,1.97,,,,,,,,717959.00,,,,,,,827970.00,,,--,--,1635219.00,--,--,1635219.00,--,20388.00,,,,,,,,,
114/10/28,113,4,5608,四維航,3492772.00,3180361.00,296013.00,16398.00,-446252.00,,-24939.00,,--,--,-404915.00,,--,463107.00,-269253.00,--,-135662.00,598769.00,--,-135662.00,-0.69,,,,,,,,-404915.00,,,,,,,-429854.00,,,--,--,312411.00,--,--,312411.00,--,868022.00,,,,,,,,,
114/10/28,113,4,5706,鳳凰,3144520.00,2684636.00,230259.00,230357.00,143744.00,,65734.00,,0.00,--,308367.00,,--,535665.00,301724.00,--,6643.00,528479.00,--,7186.00,3.75,,,,,,,,308367.00,,,,,,,374101.00,,,--,--,459884.00,--,--,459884.00,732.00,227298.00,,,,,,,,,
114/10/28,113,4,5871,中租-KY,102291657.00,34248777.00,39010365.00,29910090.00,2340499.00,,8814633.00,,--,--,23435956.00,,--,27655166.00,22585782.00,--,850174.00,26314427.00,--,1340739.00,13.31,,,,,,,,23435956.00,,,,,,,32250589.00,,,--,--,68042880.00,--,--,68042880.00,877575.00,4219210.00,,,,,,,,,
114/10/28,113,4,5906,台南-KY,1809168.00,805283.00,917863.00,86022.00,-7530.00,,23090.00,,--,--,55402.00,,--,119708.00,58689.00,--,-3287.00,122995.00,--,-3287.00,1.67,,,,,,,,55402.00,,,,,,,78492.00,,,--,--,1003885.00,--,--,1003885.00,0.00,64306.00,,,,,,,,,
114/10/28,113,4,5907,大洋-KY,3234915.00,485303.00,2870890.00,-121278.00,-326297.00,,64316.00,,--,--,-511891.00,,--,-286494.00,-511891.00,--,--,-286494.00,--,--,-2.62,,,,,,,,-511891.00,,,,,,,-447575.00,,,--,--,2749612.00,--,--,2749612.00,--,225397.00,,,,,,,,,
114/10/28,113,4,6108,競國,5095425.00,4925244.00,649075.00,-478894.00,635831.00,,8964.00,,--,--,147973.00,,--,240480.00,147973.00,--,--,240480.00,--,--,0.93,,,,,,,,147973.00,,,,,,,156937.00,,,--,--,170181.00,--,--,170181.00,--,92507.00,,,,,,,,,
114/10/28,113,4,6112,邁達特,18377478.00,15993919.00,2519722.00,-136163.00,91201.00,,-31248.00,,--,--,-13714.00,,--,41109.00,113561.00,0.00,-127275.00,137804.00,0.00,-96695.00,0.60,,,,,,,,-13714.00,,,,,,,-44962.00,,,--,--,2383559.00,--,--,2383559.00,--,54823.00,,,,,,,,,
114/10/28,113,4,6115,鎰勝,7363790.00,6253485.00,506979.00,603326.00,329993.00,,265685.00,,--,--,667634.00,,--,900946.00,680299.00,--,-12665.00,884034.00,--,16912.00,3.63,,,,,,,,667634.00,,,,,,,933319.00,,,--,--,1110305.00,--,--,1110305.00,--,233312.00,,,,,,,,,
114/10/28,113,4,6116,彩晶,9964484.00,13562960.00,1960052.00,-5558528.00,458494.00,,225320.00,,--,--,-5325354.00,,--,-7515016.00,-5319434.00,--,-5920.00,-7509096.00,--,-5920.00,-1.86,,,,,,,,-5325354.00,,,,,,,-5100034.00,,,--,--,-3598476.00,--,--,-3598476.00,--,-2189662.00,,,,,,,,,
114/10/28,113,4,6117,迎廣,2882727.00,2027054.00,506783.00,348890.00,20782.00,,1379.00,,--,--,368293.00,,--,367880.00,368414.00,--,-121.00,368001.00,--,-121.00,4.12,,,,,,,,368293.00,,,,,,,369672.00,,,--,--,855673.00,--,--,855673.00,--,-413.00,,,,,,,,,
114/10/28,113,4,6120,達運,20872571.00,19806768.00,1213458.00,-147655.00,625771.00,,291095.00,,--,--,187021.00,,--,459896.00,187021.00,--,--,459896.00,--,--,0.28,,,,,,,,187021.00,,,,,,,478116.00,,,--,--,1065803.00,--,--,1065803.00,--,272875.00,,,,,,,,,
114/10/28,113,4,6128,上福,5510033.00,3219873.00,1916099.00,374061.00,-16180.00,,-9267.00,,--,--,367148.00,,--,539429.00,367148.00,--,--,539429.00,--,--,2.88,,,,,,,,367148.00,,,,,,,357881.00,,,--,--,2290160.00,--,--,2290160.00,--,172281.00,,,,,,,,,
114/10/28,113,4,6133,金橋,1199233.00,947739.00,196881.00,54613.00,29824.00,,8109.00,,--,--,76328.00,,--,125840.00,76328.00,--,--,125840.00,--,--,0.65,,,,,,,,76328.00,,,,,,,84437.00,,,--,--,251494.00,--,--,251494.00,--,49512.00,,,,,,,,,
114/10/28,113,4,6136,富爾特,492531.00,388273.00,137091.00,-32833.00,139367.00,,2610.00,,--,--,103924.00,,--,-197281.00,103497.00,--,427.00,-198304.00,--,1023.00,0.90,,,,,,,,103924.00,,,,,,,106534.00,,,--,--,104258.00,--,--,104258.00,--,-301205.00,,,,,,,,,
114/10/28,113,4,6139,亞翔,65089892.00,56966552.00,1498208.00,6625132.00,645675.00,,1647314.00,,--,--,5623493.00,,--,6234110.00,4335508.00,--,1287985.00,4798012.00,--,1436098.00,18.73,,,,,,,,5623493.00,,,,,,,7270807.00,,,--,--,8123340.00,--,--,8123340.00,--,610617.00,,,,,,,,,
114/10/28,113,4,6141,柏承,2288680.00,2603564.00,464398.00,-779282.00,-196085.00,,26807.00,,--,--,-1002174.00,,--,-957905.00,-912517.00,--,-89657.00,-894774.00,--,-63131.00,-8.05,,,,,,,,-1002174.00,,,,,,,-975367.00,,,--,--,-314884.00,--,--,-314884.00,--,44269.00,,,,,,,,,
114/10/28,113,4,6142,友勁,1184288.00,1165152.00,347908.00,-328772.00,164287.00,,71.00,,--,--,-164556.00,,--,-116954.00,-164556.00,--,--,-116954.00,--,--,-0.50,,,,,,,,-164556.00,,,,,,,-164485.00,,,--,--,19136.00,--,--,19136.00,--,47602.00,,,,,,,,,
114/10/28,113,4,6152,百一,2268560.00,1893357.00,546059.00,-170856.00,130985.00,,634.00,,--,--,-40505.00,,--,-3233.00,-39234.00,--,-1271.00,-1962.00,--,-1271.00,-0.23,,,,,,,,-40505.00,,,,,,,-39871.00,,,--,--,375203.00,--,--,375203.00,--,37272.00,,,,,,,,,
114/10/28,113,4,6153,嘉聯益,7282327.00,8154006.00,1144971.00,-2016650.00,-527480.00,,58851.00,,--,--,-2602981.00,,--,-2658253.00,-2602981.00,--,--,-2658253.00,--,--,-4.41,,,,,,,,-2602981.00,,,,,,,-2544130.00,,,--,--,-871679.00,--,--,-871679.00,--,-55272.00,,,,,,,,,
114/10/28,113,4,6155,鈞寶,569796.00,439257.00,122646.00,7893.00,93692.00,,16814.00,,--,--,84771.00,,--,251772.00,84771.00,--,0.00,251772.00,--,0.00,0.97,,,,,,,,84771.00,,,,,,,101585.00,,,--,--,130539.00,0.00,0.00,130539.00,--,167001.00,,,,,,,,,
114/10/28,113,4,6164,華興,822356.00,541097.00,265639.00,15620.00,59941.00,,31862.00,,--,--,43699.00,,--,68418.00,43753.00,--,-54.00,68256.00,--,162.00,0.47,,,,,,,,43699.00,,,,,,,75561.00,,,--,--,281259.00,--,--,281259.00,--,24719.00,,,,,,,,,
114/10/28,113,4,6165,浪凡,2848163.00,2173231.00,633824.00,41108.00,24761.00,,-14114.00,,--,--,79983.00,,--,83408.00,79400.00,--,583.00,82825.00,--,583.00,1.04,,,,,,,,79983.00,,,,,,,65869.00,,,--,--,674932.00,--,--,674932.00,--,3425.00,,,,,,,,,
114/10/28,113,4,6166,凌華,10078338.00,6282611.00,3733281.00,61683.00,-35873.00,,12295.00,,--,--,13515.00,,--,175637.00,50900.00,--,-37385.00,209048.00,--,-33411.00,0.23,,,,,,,,13515.00,,,,,,,25810.00,,,--,--,3795727.00,763.00,--,3794964.00,--,162122.00,,,,,,,,,
114/10/28,113,4,6168,宏齊,1960579.00,1463255.00,570781.00,-72526.00,54217.00,,1845.00,,--,--,-20154.00,,--,-29674.00,5860.00,--,-26014.00,-10391.00,--,-19283.00,0.03,,,,,,,,-20154.00,,,,,,,-18309.00,,,--,--,497324.00,-931.00,--,498255.00,--,-9520.00,,,,,,,,,
114/10/28,113,4,6176,瑞儀,51633070.00,40934086.00,4126921.00,6719354.00,3488721.00,,2941216.00,,--,--,7266859.00,,--,8114817.00,7266859.00,--,--,8114817.00,--,--,15.63,,,,,,,,7266859.00,,,,,,,10208075.00,,,--,--,10698984.00,--,--,10698984.00,147291.00,847958.00,,,,,,,,,
114/10/28,113,4,6177,達麗,12320174.00,8284719.00,1025165.00,2750003.00,113970.00,,708466.00,,--,--,2155507.00,,--,2274895.00,2149460.00,--,6047.00,2268848.00,--,6047.00,5.01,,,,,,,,2155507.00,,,,,,,2863973.00,,,--,--,4035455.00,260287.00,--,3775168.00,--,119388.00,,,,,,,,,
114/10/28,113,4,6183,關貿,2554683.00,1476314.00,489800.00,588048.00,36163.00,,113928.00,,--,--,510283.00,,--,535012.00,510283.00,--,--,535012.00,--,--,3.40,,,,,,,,510283.00,,,,,,,624211.00,,,--,--,1078369.00,--,--,1078369.00,-521.00,24729.00,,,,,,,,,
114/10/28,113,4,6184,大豐電,2119300.00,1020347.00,457105.00,641848.00,20497.00,,130445.00,,--,--,531900.00,,--,534841.00,531900.00,--,--,534841.00,--,--,3.59,,,,,,,,531900.00,,,,,,,662345.00,,,--,--,1098953.00,--,--,1098953.00,--,2941.00,,,,,,,,,
114/10/28,113,4,6189,豐藝,37989786.00,34874803.00,1339562.00,1775421.00,146355.00,,388512.00,,--,--,1533264.00,,--,1539574.00,1398672.00,--,134592.00,1404660.00,--,134914.00,6.46,,,,,,,,1533264.00,,,,,,,1921776.00,,,--,--,3114983.00,--,--,3114983.00,--,6310.00,,,,,,,,,
114/10/28,113,4,6191,精成科,21680512.00,16026435.00,2184019.00,3470058.00,763021.00,,1399030.00,,--,--,2834049.00,,--,3669217.00,2844733.00,--,-10684.00,3675282.00,--,-6065.00,6.01,,,,,,,,2834049.00,,,,,,,4233079.00,,,--,--,5654077.00,--,--,5654077.00,--,835168.00,,,,,,,,,
114/10/28,113,4,6192,巨路,7827570.00,5497641.00,1164642.00,1165287.00,137826.00,,296206.00,,--,--,1006907.00,,--,1096875.00,1007671.00,--,-764.00,1097590.00,--,-715.00,10.48,,,,,,,,1006907.00,,,,,,,1303113.00,,,--,--,2329929.00,--,--,2329929.00,--,89968.00,,,,,,,,,
