出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,合併前非屬共同控制股權損益,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,本期淨利（淨損）,營業收入,營業成本,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,收入,支出,其他綜合損益
114/10/28,111,3,2924,宏太-KY,,,,,,77998.00,,,14605.00,0.00,,,15396.00,14605.00,--,--,15396.00,0.00,0.00,0.45,,,2367.00,,--,,--,,,,,,,,,16972.00,14605.00,67497.00,54426.00,-64927.00,81899.00,,,,--,--,13071.00,--,--,13071.00,--,791.00,,,
114/10/28,111,3,2926,誠品生活,,,,,,1714163.00,,,-200762.00,--,,,-166153.00,-197095.00,--,-3667.00,-161811.00,--,-4342.00,-4.16,,,-52208.00,,--,,--,,,,,,,,,-252970.00,-200762.00,3920502.00,2602252.00,-395913.00,142943.00,,,,--,--,1318250.00,--,--,1318250.00,--,34609.00,,,
114/10/28,111,3,2937,集雅社,,,,,,570949.00,,,80181.00,--,,,80181.00,80181.00,--,--,80181.00,--,--,2.18,,,21679.00,,--,,--,,,,,,,,,101860.00,80181.00,2575552.00,1903376.00,101227.00,633.00,,,,--,--,672176.00,--,--,672176.00,--,--,,,
114/10/28,111,3,2947,振宇五金,,,,,,453498.00,,,60297.00,--,,,60297.00,60297.00,0.00,0.00,60297.00,0.00,0.00,3.13,,,14481.00,,--,,--,,,,,,,,,74778.00,60297.00,1371108.00,833908.00,83702.00,-8924.00,,,,--,--,537200.00,--,--,537200.00,--,--,,,
114/10/28,111,3,3064,泰偉,,,,,,118924.00,,,-95232.00,--,,,-94258.00,-90034.00,--,-5198.00,-89060.00,--,-5198.00,-2.79,,,0.00,,--,,--,,,,,,,,,-95232.00,-95232.00,63561.00,39270.00,-94633.00,-599.00,,,,--,--,24291.00,--,--,24291.00,--,974.00,,,
114/10/28,111,3,3066,李洲,,,,,,89047.00,,,36537.00,--,,,65778.00,52059.00,--,-15522.00,77348.00,--,-11570.00,0.63,,,-537.00,,--,,--,,,,,,,,,36000.00,36537.00,257659.00,251802.00,-83190.00,119190.00,,,,--,--,5857.00,--,--,5857.00,--,29241.00,,,
114/10/28,111,3,3067,全域,,,,,,24346.00,,,-7469.00,--,,,-7191.00,-7469.00,--,0.00,-7191.00,--,0.00,-0.37,,,2607.00,,--,,--,,,,,,,,,-4862.00,-7469.00,62037.00,45743.00,-8052.00,3190.00,,,,--,--,16294.00,--,--,16294.00,--,278.00,,,
114/10/28,111,3,3071,協禧,,,,,,421906.00,,,195377.00,--,,,277730.00,192189.00,--,3188.00,272330.00,--,5400.00,1.76,,,38942.00,,--,,--,,,,,,,,,234319.00,195377.00,2105716.00,1527836.00,155974.00,78345.00,,,,--,--,577880.00,--,--,577880.00,--,82353.00,,,
114/10/28,111,3,3073,天方能源,,,,,,26770.00,,,3577.00,--,,,5404.00,3884.00,--,-307.00,5711.00,--,-307.00,0.13,,,--,,--,,--,,,,,,,,,3577.00,3577.00,51215.00,14975.00,9470.00,-5893.00,,,,--,--,36240.00,--,--,36240.00,0.00,1827.00,,,
114/10/28,111,3,3078,僑威,,,,,,493538.00,,,559737.00,--,,,709206.00,559737.00,--,--,709206.00,--,--,2.46,,,164015.00,,--,,--,,,,,,,,,723752.00,559737.00,4737423.00,3919961.00,323924.00,399828.00,,,,--,--,817462.00,--,--,817462.00,--,149469.00,,,
114/10/28,111,3,3081,聯亞,,,,,,311209.00,,,212210.00,--,,,212210.00,--,--,--,--,--,--,2.33,,,45143.00,,--,,--,,,,,,,,,257353.00,212210.00,1712367.00,1201398.00,199760.00,57593.00,,,,--,--,510969.00,--,--,510969.00,--,--,,,
114/10/28,111,3,3083,網龍,,,,,,279933.00,,,-11394.00,--,,,-84018.00,-10937.00,--,-457.00,-85667.00,--,1649.00,-0.13,,,4900.00,,--,,--,,,,,,,,,-6494.00,-11394.00,288547.00,50909.00,-42295.00,35801.00,,,,--,--,237638.00,--,--,237638.00,--,-72624.00,,,
114/10/28,111,3,3085,新零售,,,,,,38563.00,,,-14852.00,--,,,-14852.00,-14812.00,--,-40.00,-14812.00,--,-40.00,-0.26,,,-8.00,,--,,--,,,,,,,,,-14860.00,-14852.00,132601.00,111998.00,-17960.00,3100.00,,,,--,--,20603.00,--,--,20603.00,--,0.00,,,
114/10/28,111,3,3086,華義,,,,,,55552.00,,,37915.00,--,,,37915.00,37915.00,--,--,37915.00,--,--,1.70,,,565.00,,--,,--,,,,,,,,,38480.00,37915.00,114877.00,40391.00,18934.00,19546.00,,,,--,--,74486.00,--,--,74486.00,--,--,,,
114/10/28,111,3,3088,艾訊,,,,,,1096353.00,,,406946.00,--,,,493297.00,406946.00,--,--,493297.00,--,--,4.51,,,131531.00,,--,,--,,,,,,,,,538477.00,406946.00,4803394.00,3241050.00,465779.00,72698.00,,,,--,--,1562344.00,232.00,20.00,1562132.00,--,86351.00,,,
114/10/28,111,3,3093,港建*,,,,,,294110.00,,,367918.00,--,,,373743.00,367918.00,--,0.00,373743.00,--,0.00,10.14,,,92163.00,,--,,--,,,,,,,,,460081.00,367918.00,2067267.00,1315341.00,457816.00,2265.00,,,,--,--,751926.00,--,--,751926.00,--,5825.00,,,
114/10/28,111,3,3095,及成,,,,,,72689.00,,,-6219.00,--,,,-877.00,-6219.00,--,--,-877.00,--,--,-0.62,,,1306.00,,--,,--,,,,,,,,,-4913.00,-6219.00,340458.00,281202.00,-13433.00,8520.00,,,,--,--,59256.00,--,--,59256.00,--,5342.00,,,
114/10/28,111,3,3105,穩懋,,,,,,2476191.00,,,1574963.00,--,,,1631479.00,1878060.00,--,-303097.00,1857817.00,--,-226338.00,4.43,,,383803.00,,--,,--,,,,,,,,,1958766.00,1574963.00,14803060.00,10863858.00,1463011.00,495755.00,,,,--,--,3939202.00,--,--,3939202.00,--,56516.00,,,
114/10/28,111,3,3114,好德,,,,,,163882.00,,,227293.00,--,,,438988.00,227293.00,--,0.00,438988.00,--,0.00,3.63,,,53131.00,,--,,--,,,,,,,,,280424.00,227293.00,2527326.00,2238544.00,124900.00,155524.00,,,,--,--,288782.00,--,--,288782.00,0.00,211695.00,,,
114/10/28,111,3,3115,富榮綱,,,,,,17002.00,,,-5388.00,--,,,-2726.00,-5388.00,--,--,-2726.00,--,--,-0.12,,,0.00,,--,,--,,,,,,,,,-5388.00,-5388.00,57196.00,57007.00,-16813.00,11425.00,,,,--,--,189.00,--,--,189.00,--,2662.00,,,
114/10/28,111,3,3118,進階,,,,,,102352.00,,,41206.00,--,,,41206.00,--,--,--,--,--,--,1.27,,,10301.00,,--,,--,,,,,,,,,51507.00,41206.00,409831.00,263067.00,44412.00,7095.00,,,,--,--,146764.00,--,--,146764.00,--,--,,,
114/10/28,111,3,3122,笙泉,,,,,,129624.00,,,29457.00,--,,,30228.00,29457.00,--,--,30228.00,--,--,0.75,,,8647.00,,--,,--,,,,,,,,,38104.00,29457.00,407856.00,248834.00,29398.00,8706.00,,,,--,--,159022.00,--,--,159022.00,--,771.00,,,
114/10/28,111,3,3128,昇銳,,,,,,171688.00,,,61161.00,--,,,60576.00,57411.00,--,3750.00,56826.00,--,3750.00,1.40,,,19087.00,,--,,--,,,,,,,,,80248.00,61161.00,786234.00,553552.00,60994.00,19254.00,,,,--,--,232682.00,--,--,232682.00,--,-585.00,,,
114/10/28,111,3,3131,弘塑,,,,,,634975.00,,,575807.00,--,,,524092.00,573232.00,--,2575.00,521513.00,--,2579.00,20.10,,,169959.00,,--,,--,,,,,,,,,745766.00,575807.00,2711083.00,1545152.00,530956.00,214810.00,,,,--,--,1165931.00,--,--,1165931.00,--,-51715.00,,,
114/10/28,111,3,3141,晶宏,,,,,,471961.00,,,540749.00,--,,,537562.00,569308.00,--,-28559.00,566121.00,--,-28559.00,7.72,,,116574.00,,--,,--,,,,,,,,,657323.00,540749.00,2117914.00,1053387.00,592386.00,64937.00,,,,--,--,1064527.00,--,--,1064527.00,-180.00,-3187.00,,,
114/10/28,111,3,3147,大綜,,,,,,250098.00,,,233741.00,--,,,233534.00,233741.00,--,--,233534.00,--,--,5.99,,,58505.00,,--,,--,,,,,,,,,292246.00,233741.00,2651944.00,2190639.00,211207.00,81039.00,,,,--,--,461305.00,--,--,461305.00,--,-207.00,,,
114/10/28,111,3,3152,璟德,,,,,,166627.00,,,234095.00,--,,,234095.00,--,--,--,--,--,--,3.39,,,60843.00,,--,,--,,,,,,,,,294938.00,234095.00,1108073.00,702216.00,239230.00,55708.00,,,,--,--,405857.00,--,--,405857.00,--,--,,,
114/10/28,111,3,3162,精確,,,,,,341394.00,,,-188920.00,--,,,-181978.00,-189990.00,--,1070.00,-183203.00,--,1225.00,-1.73,,,-971.00,,--,,--,,,,,,,,,-189891.00,-188920.00,1501824.00,1322956.00,-162526.00,-27365.00,,,,--,--,178868.00,--,--,178868.00,--,6942.00,,,
114/10/28,111,3,3163,波若威,,,,,,242882.00,,,376841.00,--,,,398314.00,376841.00,--,--,398314.00,--,--,5.01,,,99782.00,,--,,--,,,,,,,,,476623.00,376841.00,2435350.00,1869351.00,323117.00,153506.00,,,,--,--,565999.00,0.00,0.00,565999.00,--,21473.00,,,
114/10/28,111,3,3169,亞信,,,,,,223456.00,,,325758.00,--,,,346630.00,325758.00,--,--,346630.00,--,--,5.22,,,77093.00,,--,,--,,,,,,,,,402851.00,325758.00,1028011.00,436390.00,368165.00,34686.00,,,,--,--,591621.00,--,--,591621.00,--,20872.00,,,
114/10/28,111,3,3171,炎洲流通,,,,,,212939.00,,,68939.00,--,,,72507.00,68939.00,--,--,72507.00,--,--,1.12,,,18675.00,,--,,--,,,,,,,,,87614.00,68939.00,1271175.00,978888.00,79348.00,8266.00,,,,--,--,292287.00,--,--,292287.00,--,3568.00,,,
114/10/28,111,3,3176,基亞,,,,,,1345200.00,,,-921909.00,--,,,-833489.00,-320674.00,--,-601235.00,-300779.00,--,-532710.00,-2.31,,,10724.00,,--,,--,,,,,,,,,-911185.00,-921909.00,852242.00,433123.00,-926081.00,14896.00,,,,--,--,419119.00,--,0.00,419119.00,--,88420.00,,,
114/10/28,111,3,3178,公準,,,,,,130614.00,,,181462.00,--,,,181980.00,182756.00,--,-1294.00,183121.00,--,-1141.00,4.06,,,35019.00,,--,,--,,,,,,,,,216481.00,181462.00,1119457.00,830969.00,157874.00,58607.00,,,,--,--,288488.00,--,--,288488.00,--,518.00,,,
114/10/28,111,3,3188,鑫龍騰,,,,,,34392.00,,,-16932.00,--,,,-16932.00,-16932.00,--,--,-16932.00,0.00,0.00,-0.13,,,1628.00,,--,,--,,,,,,,,,-15304.00,-16932.00,66004.00,48987.00,-17375.00,2071.00,,,,--,--,17017.00,--,--,17017.00,--,--,,,
114/10/28,111,3,3191,雲嘉南,,,,,,60131.00,,,-3629.00,0.00,,,-6748.00,-3629.00,--,--,-6748.00,--,--,-0.04,,,1103.00,,--,,--,,,,,,,,,-2526.00,-3629.00,169576.00,129753.00,-20308.00,17782.00,,,,--,--,39823.00,--,--,39823.00,0.00,-3119.00,,,
114/10/28,111,3,3205,佰研,,,,,,125131.00,,,-57431.00,--,,,-64337.00,-55699.00,--,-1732.00,-62883.00,--,-1454.00,-1.71,,,-12.00,,--,,--,,,,,,,,,-57443.00,-57431.00,404889.00,342230.00,-62472.00,5029.00,,,,--,--,62659.00,--,--,62659.00,--,-6906.00,,,
114/10/28,111,3,3206,志豐,,,,,,436519.00,,,195877.00,--,,,227378.00,195877.00,--,--,227378.00,--,--,3.32,,,63353.00,,--,,--,,,,,,,,,259230.00,195877.00,3235261.00,2617928.00,180814.00,78416.00,,,,--,--,617333.00,0.00,0.00,617333.00,--,31501.00,,,
114/10/28,111,3,3207,耀勝,,,,,,125432.00,,,160020.00,--,,,176445.00,158328.00,--,1692.00,176808.00,--,-363.00,3.38,,,12987.00,,--,,--,,,,,,,,,173007.00,160020.00,891237.00,683269.00,82536.00,90471.00,,,,--,--,207968.00,--,--,207968.00,--,16425.00,,,
114/10/28,111,3,3211,順達,,,,,,596679.00,,,600990.00,--,,,991827.00,600990.00,--,--,991827.00,--,--,4.02,,,255004.00,,--,,--,,,,,,,,,855994.00,600990.00,13517759.00,12319975.00,601105.00,254889.00,,,,--,--,1197784.00,--,--,1197784.00,--,390837.00,,,
114/10/28,111,3,3213,茂訊,,,,,,207961.00,,,132783.00,--,,,197340.00,125930.00,--,6853.00,190487.00,--,6853.00,2.15,,,61468.00,,--,,--,,,,,,,,,194251.00,132783.00,2007027.00,1642599.00,156467.00,37784.00,,,,--,--,364428.00,0.00,--,364428.00,--,64557.00,,,
114/10/28,111,3,3217,優群,,,,,,372670.00,,,516717.00,--,,,415477.00,516717.00,--,0.00,415477.00,--,0.00,5.74,,,124142.00,,--,,--,,,,,,,,,640859.00,516717.00,1986840.00,1207556.00,406614.00,234245.00,,,,--,--,779284.00,--,--,779284.00,--,-101240.00,,,
114/10/28,111,3,3218,大學光,,,,,,775461.00,,,621713.00,--,,,636487.00,606744.00,--,14969.00,617451.00,--,19036.00,7.59,,,166018.00,,--,,--,,,,,,,,,787731.00,621713.00,2536325.00,986297.00,774567.00,13164.00,,,,--,--,1550028.00,--,--,1550028.00,--,14774.00,,,
114/10/28,111,3,3219,倚強科,,,,,,557695.00,,,172808.00,--,,,235347.00,135723.00,--,37085.00,192336.00,--,43011.00,1.93,,,21980.00,,--,,--,,,,,,,,,194788.00,172808.00,1162242.00,543749.00,60798.00,133990.00,,,,--,--,618493.00,--,--,618493.00,--,62539.00,,,
114/10/28,111,3,3221,台嘉碩,,,,,,345574.00,,,397432.00,--,,,303627.00,380028.00,--,17404.00,282924.00,--,20703.00,3.72,,,116107.00,,--,,--,,,,,,,,,513539.00,397432.00,2738353.00,1960372.00,432404.00,81135.00,,,,--,--,777981.00,3.00,--,777978.00,--,-93805.00,,,
114/10/28,111,3,3224,三顧,,,,,,227810.00,,,-15795.00,--,,,30112.00,7980.00,--,-23775.00,53887.00,--,-23775.00,0.12,,,7193.00,,--,,--,,,,,,,,,-8602.00,-15795.00,1501780.00,1324665.00,-50695.00,42093.00,,,,--,--,177115.00,--,--,177115.00,--,45907.00,,,
114/10/28,111,3,3226,龍鋒,,,,,,209895.00,,,304065.00,--,,,304155.00,--,--,--,--,--,--,4.72,,,75385.00,,--,,--,,,,,,,,,379450.00,304065.00,1873831.00,1426105.00,237831.00,141619.00,,,,--,--,447726.00,--,--,447726.00,--,90.00,,,
114/10/28,111,3,3227,原相,,,,,,2249971.00,,,1101498.00,--,,,-65641.00,1114298.00,--,-12800.00,-52841.00,--,-12800.00,7.87,,,67282.00,,--,,--,,,,,,,,,1168780.00,1101498.00,4205034.00,1951680.00,7133.00,1161647.00,,,,--,--,2253354.00,--,--,2253354.00,3750.00,-1167139.00,,,
114/10/28,111,3,3228,金麗科,,,,,,207839.00,,,67810.00,--,,,67854.00,--,--,--,--,--,--,0.97,,,19315.00,,--,,--,,,,,,,,,87125.00,67810.00,348594.00,78126.00,62629.00,24496.00,,,,--,--,270468.00,--,--,270468.00,--,44.00,,,
114/10/28,111,3,3230,錦明,,,,,,140498.00,,,-76959.00,0.00,,,-56793.00,-76959.00,--,--,-56793.00,--,--,-1.08,,,11683.00,,--,,--,,,,,,,,,-65276.00,-76959.00,776530.00,740038.00,-100868.00,35592.00,,,,--,--,36492.00,--,--,36492.00,3138.00,20166.00,,,
114/10/28,111,3,3232,昱捷,,,,,,96703.00,,,10569.00,--,,,14098.00,10569.00,--,--,14098.00,--,--,0.29,,,1267.00,,--,,--,,,,,,,,,11836.00,10569.00,1075446.00,963765.00,14978.00,-3142.00,,,,--,--,111681.00,--,--,111681.00,--,3529.00,,,
114/10/28,111,3,3234,光環,,,,,,238558.00,,,-4670.00,--,,,-2202.00,3263.00,--,-7933.00,5731.00,--,-7933.00,0.04,,,-206.00,,--,,--,,,,,,,,,-4876.00,-4670.00,792069.00,578319.00,-24479.00,19603.00,,,,--,--,213750.00,171.00,500.00,214079.00,--,2468.00,,,
114/10/28,111,3,3236,千如,,,,,,330127.00,,,155759.00,--,,,169917.00,155759.00,--,--,169917.00,--,--,1.68,,,59599.00,,--,,--,,,,,,,,,215358.00,155759.00,2310731.00,1834780.00,145824.00,69534.00,,,,--,--,475951.00,--,--,475951.00,--,14158.00,,,
114/10/28,111,3,3252,海灣,,,,,,161727.00,,,22965.00,--,,,22965.00,24524.00,--,-1559.00,24524.00,--,-1559.00,0.49,,,262.00,,--,,--,,,,,,,,,23227.00,22965.00,461601.00,248166.00,51708.00,-28481.00,,,,--,--,213435.00,--,--,213435.00,--,0.00,,,
114/10/28,111,3,3259,鑫創,,,,,,181391.00,,,-81186.00,--,,,-81186.00,-81186.00,--,--,-81186.00,--,--,-1.09,,,--,,--,,--,,,,,,,,,-81186.00,-81186.00,302979.00,210625.00,-89037.00,7851.00,,,,--,--,92354.00,--,--,92354.00,--,--,,,
114/10/28,111,3,3260,威剛,,,,,,2695906.00,,,680911.00,--,,,1051329.00,650281.00,--,30630.00,947231.00,--,104098.00,2.50,,,322704.00,,--,,--,,,,,,,,,1003615.00,680911.00,27463920.00,23902048.00,865966.00,137649.00,,,,--,--,3561872.00,--,--,3561872.00,--,370418.00,,,
114/10/28,111,3,3264,欣銓,,,,,,1150176.00,,,2668487.00,--,,,2877001.00,2668487.00,--,0.00,2877001.00,--,0.00,5.63,,,637356.00,,--,,--,,,,,,,,,3305843.00,2668487.00,10668757.00,6337650.00,3180931.00,124912.00,,,,--,--,4331107.00,--,--,4331107.00,--,208514.00,,,
114/10/28,111,3,3265,台星科,,,,,,196883.00,,,789174.00,--,,,1241570.00,789174.00,--,--,1241570.00,--,--,5.79,,,158749.00,,--,,--,,,,,,,,,947923.00,789174.00,3057149.00,2026280.00,833986.00,113937.00,,,,--,--,1030869.00,--,--,1030869.00,--,452396.00,,,
114/10/28,111,3,3268,海德威,,,,,,65885.00,,,70065.00,--,,,85150.00,70065.00,--,--,85150.00,--,--,2.10,,,387.00,,--,,--,,,,,,,,,70452.00,70065.00,987103.00,901827.00,19391.00,51061.00,,,,--,--,85276.00,--,--,85276.00,--,15085.00,,,
114/10/28,111,3,3272,東碩,,,,,,384584.00,,,28401.00,--,,,80355.00,28401.00,--,--,80355.00,--,--,0.52,,,16657.00,,--,,--,,,,,,,,,45058.00,28401.00,4914146.00,4452097.00,77465.00,-32407.00,,,,--,--,462049.00,--,--,462049.00,--,51954.00,,,
114/10/28,111,3,3276,宇環,,,,,,63513.00,,,66073.00,--,,,80723.00,51803.00,--,14270.00,66453.00,--,14270.00,0.74,,,10217.00,,--,,--,,,,,,,,,76290.00,66073.00,1125317.00,1033680.00,28124.00,48166.00,,,,--,--,91637.00,--,--,91637.00,--,14650.00,,,
114/10/28,111,3,3284,太普高,,,,,,72652.00,,,26074.00,--,,,31762.00,26074.00,--,--,31762.00,--,--,0.36,,,8305.00,,--,,--,,,,,,,,,34379.00,26074.00,597008.00,497572.00,26784.00,7595.00,,,,--,--,99436.00,--,--,99436.00,--,5688.00,,,
114/10/28,111,3,3285,微端,,,,,,133776.00,,,-12226.00,--,,,-10566.00,-21100.00,--,8874.00,-21973.00,--,11407.00,-0.49,,,-2046.00,,--,,--,,,,,,,,,-14272.00,-12226.00,607048.00,531080.00,-57808.00,43536.00,,,,--,--,75968.00,--,--,75968.00,--,1660.00,,,
114/10/28,111,3,3287,廣寰科,,,,,,79303.00,,,11109.00,--,,,12046.00,1372.00,--,9737.00,2309.00,--,9737.00,0.03,,,7535.00,,--,,--,,,,,,,,,18644.00,11109.00,338468.00,242022.00,17143.00,1501.00,,,,--,--,96446.00,--,--,96446.00,--,937.00,,,
114/10/28,111,3,3288,點晶,,,,,,43349.00,,,2609.00,--,,,12210.00,2619.00,--,-10.00,12220.00,--,-10.00,0.17,,,0.00,,--,,--,,,,,,,,,2609.00,2609.00,88932.00,33291.00,12292.00,-9683.00,,,,--,--,55641.00,--,--,55641.00,--,9601.00,,,
114/10/28,111,3,3289,宜特,,,,,,493806.00,,,298302.00,--,,,318565.00,309691.00,--,-11389.00,329954.00,--,-11389.00,4.05,,,72879.00,,--,,--,,,,,,,,,371181.00,298302.00,2760906.00,1978427.00,288673.00,82508.00,,,,--,--,782479.00,--,--,782479.00,--,20263.00,,,
114/10/28,111,3,3290,東浦,,,,,,196716.00,,,71850.00,--,,,125784.00,71850.00,--,0.00,125784.00,--,0.00,0.72,,,22237.00,,--,,--,,,,,,,,,94087.00,71850.00,1231141.00,998081.00,36344.00,57743.00,,,,--,--,233060.00,--,--,233060.00,--,53934.00,,,
114/10/28,111,3,3293,鈊象,,,,,,4110349.00,,,4147671.00,--,,,3753037.00,4144727.00,--,2944.00,3749671.00,--,3366.00,29.42,,,807438.00,,--,,--,,,,,,,,,4955109.00,4147671.00,8780985.00,340966.00,4329670.00,625439.00,,,,--,--,8440019.00,--,--,8440019.00,--,-394634.00,,,
114/10/28,111,3,3294,英濟,,,,,,430490.00,,,-131957.00,--,,,-6748.00,-128178.00,--,-3779.00,-2940.00,--,-3808.00,-0.98,,,47705.00,,--,,--,,,,,,,,,-84252.00,-131957.00,3625381.00,3335040.00,-140149.00,55897.00,,,,--,--,290341.00,--,--,290341.00,--,125209.00,,,
114/10/28,111,3,3297,杭特,,,,,,64444.00,,,17387.00,--,,,17387.00,17387.00,--,--,17387.00,--,--,0.48,,,6616.00,,--,,--,,,,,,,,,24003.00,17387.00,180927.00,124153.00,-7670.00,31673.00,,,,--,--,56774.00,0.00,0.00,56774.00,--,0.00,,,
114/10/28,111,3,3303,岱稜,,,,,,372111.00,,,255968.00,--,,,284091.00,256241.00,--,-273.00,284364.00,--,-273.00,2.72,,,79808.00,,--,,--,,,,,,,,,335776.00,255968.00,2240441.00,1598247.00,270083.00,65693.00,,,,--,--,642194.00,--,--,642194.00,--,28123.00,,,
114/10/28,111,3,3306,鼎天,,,,,,175355.00,,,26015.00,--,,,-121179.00,26015.00,--,--,-121179.00,--,--,0.51,,,3528.00,,--,,--,,,,,,,,,29543.00,26015.00,927756.00,802271.00,-48524.00,78067.00,,,,--,--,125485.00,--,--,125485.00,1346.00,-147194.00,,,
114/10/28,111,3,3310,佳穎,,,,,,135871.00,,,115433.00,--,,,125685.00,115433.00,--,0.00,125685.00,--,0.00,2.21,,,22799.00,,--,,--,,,,,,,,,138232.00,115433.00,1148753.00,943430.00,69452.00,68780.00,,,,--,--,205323.00,--,--,205323.00,--,10252.00,,,
114/10/28,111,3,3313,斐成,,,,,,28604.00,,,-128525.00,--,,,-128525.00,--,--,--,--,--,--,-1.08,,,0.00,,--,,--,,,,,,,,,-128525.00,-128525.00,6195.00,6181.00,-28590.00,-99935.00,,,,--,--,14.00,--,--,14.00,--,--,,,
114/10/28,111,3,3317,尼克森,,,,,,343516.00,,,403366.00,--,,,403713.00,403366.00,--,--,403713.00,--,--,6.59,,,108221.00,,--,,--,,,,,,,,,511587.00,403366.00,2055722.00,1398021.00,314185.00,197402.00,,,,--,--,657701.00,--,--,657701.00,--,347.00,,,
114/10/28,111,3,3322,建舜電,,,,,,283100.00,,,132820.00,--,,,153026.00,133266.00,--,-446.00,153677.00,--,-651.00,1.24,,,38198.00,,--,,--,,,,,,,,,171018.00,132820.00,2150646.00,1768713.00,98833.00,72185.00,,,,--,--,381933.00,--,--,381933.00,--,20206.00,,,
114/10/28,111,3,3323,加百裕,,,,,,612129.00,,,253369.00,--,,,282015.00,253369.00,--,--,282015.00,--,--,3.16,,,100080.00,,--,,--,,,,,,,,,353449.00,253369.00,8552892.00,7751765.00,188998.00,164451.00,,,,--,--,801127.00,--,--,801127.00,--,28646.00,,,
114/10/28,111,3,3324,雙鴻,,,,,,1152820.00,,,1083104.00,--,,,1189086.00,1059504.00,--,23600.00,1157370.00,--,31716.00,12.31,,,283793.00,,--,,--,,,,,,,,,1366897.00,1083104.00,10429218.00,8424128.00,852270.00,514627.00,,,,--,--,2005090.00,--,--,2005090.00,--,105982.00,,,
114/10/28,111,3,3325,旭品,,,,,,149139.00,,,-59404.00,--,,,-35744.00,-49754.00,--,-9650.00,-27115.00,--,-8629.00,-0.59,,,-11340.00,,--,,--,,,,,,,,,-70744.00,-59404.00,769026.00,754542.00,-134655.00,63911.00,,,,--,--,14484.00,--,--,14484.00,--,23660.00,,,
114/10/28,111,3,3332,幸康,,,,,,245293.00,,,169794.00,--,,,285640.00,169794.00,--,--,285640.00,--,--,3.53,,,41029.00,,--,,--,,,,,,,,,210823.00,169794.00,1269436.00,839592.00,184551.00,26272.00,,,,--,--,429844.00,--,--,429844.00,--,115846.00,,,
114/10/28,111,3,3339,泰谷,,,,,,63864.00,,,-20261.00,--,,,-20261.00,--,--,--,--,--,--,-0.39,,,2.00,,--,,--,,,,,,,,,-20259.00,-20261.00,485324.00,483020.00,-61560.00,41301.00,,,,--,--,2304.00,--,--,2304.00,--,--,,,
114/10/28,111,3,3349,寶德,,,,,,103258.00,,,-14790.00,--,,,-13765.00,-14790.00,--,--,-13765.00,--,--,-0.38,,,8869.00,,--,,--,,,,,,,,,-5921.00,-14790.00,470542.00,398400.00,-31116.00,25195.00,,,,--,--,72142.00,--,--,72142.00,--,1025.00,,,
114/10/28,111,3,3354,律勝,,,,,,86778.00,,,11155.00,--,,,17420.00,11155.00,--,--,17420.00,--,--,0.16,,,9087.00,,--,,--,,,,,,,,,20242.00,11155.00,128743.00,112769.00,-70804.00,91046.00,,,,--,--,15974.00,--,--,15974.00,--,6265.00,,,
114/10/28,111,3,3357,臺慶科,,,,,,573150.00,,,904776.00,--,,,1033557.00,904776.00,--,--,1033557.00,--,--,8.79,,,141234.00,,--,,--,,,,,,,,,1046010.00,904776.00,4056825.00,2690463.00,793212.00,252798.00,,,,--,--,1366362.00,--,--,1366362.00,--,128781.00,,,
114/10/28,111,3,3360,尚立,,,,,,164650.00,,,63190.00,--,,,86254.00,63190.00,--,--,86254.00,--,--,0.83,,,19654.00,,--,,--,,,,,,,,,82844.00,63190.00,7823978.00,7547895.00,111433.00,-28589.00,,,,--,--,276083.00,--,--,276083.00,--,23064.00,,,
114/10/28,111,3,3362,先進光,,,,,,453776.00,,,366779.00,--,,,408359.00,377155.00,--,-10376.00,418579.00,--,-10220.00,2.72,,,82168.00,,--,,--,,,,,,,,,448947.00,366779.00,2811272.00,2148196.00,209300.00,239647.00,,,,--,--,663076.00,--,--,663076.00,--,41580.00,,,
